id,tstart,tstop,statefrom,stateto,obstype
56,3.0475286146783502,4.889459452947429,2,3,1
57,0.0,1.895241156979884,1,2,1
57,1.895241156979884,4.101259296388319,2,3,1
58,0.0,0.6063103186023714,1,2,1
58,0.6063103186023714,4.713300131446021,2,3,1
59,0.0,5.831906750984685,1,3,1
60,0.0,3.2262886142342815,1,2,1
60,3.2262886142342815,6.0,2,2,1
61,0.0,1.0266497868977285,1,2,1
61,1.0266497868977285,2.299493910627827,2,3,1
62,0.0,2.976845934265791,1,2,1
62,2.976845934265791,4.899370001431394,2,3,1
63,0.0,1.0222401742377567,1,2,1
63,1.0222401742377567,4.38149900546626,2,3,1
64,0.0,0.9939741183994063,1,2,1
64,0.9939741183994063,1.1210844411644085,2,3,1
65,0.0,1.228056195696843,1,3,1
66,0.0,0.48542056748285684,1,2,1
66,0.48542056748285684,0.7921318586074493,2,3,1
67,0.0,0.4950828244761041,1,3,1
68,0.0,4.09124576588242,1,2,1
68,4.09124576588242,5.662687870727752,2,3,1
69,0.0,0.9501991688616637,1,2,1
69,0.9501991688616637,2.4368506995611607,2,3,1
70,0.0,1.1117686142882273,1,3,1
71,0.0,1.3421197881008535,1,2,1
71,1.3421197881008535,2.9574050034152055,2,3,1
72,0.0,1.0600228267658933,1,2,1
72,1.0600228267658933,3.2733840524088134,2,3,1
73,0.0,1.1410711186678797,1,2,1
73,1.1410711186678797,1.3078403650119776,2,3,1
74,0.0,2.5381528273326603,1,2,1
74,2.5381528273326603,6.0,2,2,1
75,0.0,2.0072146200298664,1,2,1
75,2.0072146200298664,3.222607919325986,2,3,1
76,0.0,2.5417906089090025,1,2,1
76,2.5417906089090025,2.949854830627664,2,3,1
77,0.0,4.5742401977395195,1,2,1
77,4.5742401977395195,6.0,2,2,1
78,0.0,0.8775685170342584,1,3,1
79,0.0,0.8567988773500621,1,2,1
79,0.8567988773500621,2.052158708611653,2,3,1
80,0.0,1.4465734217611488,1,2,1
80,1.4465734217611488,4.666787757710445,2,3,1
81,0.0,2.866274314424925,1,2,1
81,2.866274314424925,4.440315891080091,2,3,1
82,0.0,0.09480208493295861,1,3,1
83,0.0,4.429528262000206,1,2,1
83,4.429528262000206,4.9498974791263555,2,3,1
84,0.0,0.09919848668165926,1,2,1
84,0.09919848668165926,0.47134146343367794,2,3,1
85,0.0,2.231014974143467,1,3,1
86,0.0,0.5217674864774295,1,2,1
86,0.5217674864774295,1.4138285064136211,2,3,1
87,0.0,2.048423409517076,1,3,1
88,0.0,2.5392820695610063,1,2,1
88,2.5392820695610063,6.0,2,2,1
89,0.0,3.5343717276344506,1,2,1
89,3.5343717276344506,6.0,2,2,1
90,0.0,3.636037395954619,1,3,1
91,0.0,1.2745201658973833,1,2,1
91,1.2745201658973833,1.7131206428836203,2,3,1
92,0.0,0.12824015554232318,1,2,1
92,0.12824015554232318,3.1002240995806534,2,3,1
93,0.0,4.99867027824197,1,3,1
94,0.0,0.07106429476993621,1,2,1
94,0.07106429476993621,2.054571093567798,2,3,1
95,0.0,0.18335613369201742,1,3,1
96,0.0,3.5411702768174127,1,2,1
96,3.5411702768174127,6.0,2,2,1
97,0.0,3.7827024616220664,1,2,1
97,3.7827024616220664,5.391076474696426,2,3,1
98,0.0,0.8988512155915563,1,2,1
98,0.8988512155915563,1.940543592951613,2,3,1
99,0.0,6.0,1,1,1
100,0.0,0.661584983190585,1,2,1
100,0.661584983190585,0.7685756706391504,2,3,1
101,0.0,1.6066968117977336,1,3,1
102,0.0,0.31111448498023986,1,3,1
103,0.0,1.1184467863677736,1,3,1
104,0.0,4.194211196172254,1,2,1
104,4.194211196172254,4.484089011810417,2,3,1
105,0.0,1.3429744942362376,1,2,1
105,1.3429744942362376,1.8258523704242684,2,3,1
106,0.0,0.41887117111987254,1,2,1
106,0.41887117111987254,1.36913382460224,2,3,1
107,0.0,1.416295695402918,1,2,1
107,1.416295695402918,5.326665061890477,2,3,1
108,0.0,6.0,1,1,1
109,0.0,0.25176277644394573,1,3,1
110,0.0,0.5982908480599154,1,2,1
110,0.5982908480599154,1.7617808487871485,2,3,1
111,0.0,0.926990038187076,1,3,1
112,0.0,3.011417972784141,1,2,1
112,3.011417972784141,3.3260233136117847,2,3,1
113,0.0,0.9494561784630993,1,3,1
114,0.0,1.444744904960425,1,2,1
114,1.444744904960425,2.4758780823004876,2,3,1
115,0.0,1.628360240012139,1,2,1
115,1.628360240012139,2.047545627840276,2,3,1
116,0.0,1.6319073104115633,1,2,1
116,1.6319073104115633,2.2807835898906506,2,3,1
117,0.0,2.6252685906806397,1,3,1
118,0.0,4.584590053123692,1,2,1
118,4.584590053123692,6.0,2,2,1
119,0.0,1.4288655159198786,1,2,1
119,1.4288655159198786,3.5125482810509494,2,3,1
120,0.0,0.6390551570896795,1,2,1
120,0.6390551570896795,1.3931121742156145,2,3,1
121,0.0,0.24661142685899032,1,2,1
121,0.24661142685899032,3.9503241525240775,2,3,1
122,0.0,0.8891603753202577,1,3,1
123,0.0,0.19799224605724228,1,3,1
124,0.0,3.9744304518314033,1,2,1
124,3.9744304518314033,5.408625411823155,2,3,1
125,0.0,0.9549385885951314,1,3,1
126,0.0,2.9694293999845147,1,3,1
127,0.0,0.8886738832168386,1,2,1
127,0.8886738832168386,1.6353882997085516,2,3,1
128,0.0,0.7521806219773407,1,2,1
128,0.7521806219773407,1.9317267524717412,2,3,1
129,0.0,2.4018063353797894,1,2,1
129,2.4018063353797894,6.0,2,2,1
130,0.0,0.9294671837085099,1,3,1
131,0.0,0.4853798466999707,1,2,1
131,0.4853798466999707,6.0,2,2,1
132,0.0,0.8913200762578666,1,2,1
132,0.8913200762578666,0.9389807382686521,2,3,1
133,0.0,2.0307365687027352,1,2,1
133,2.0307365687027352,6.0,2,2,1
134,0.0,0.7946604279596057,1,3,1
135,0.0,2.0596722699778747,1,3,1
136,0.0,1.9778825964110394,1,2,1
136,1.9778825964110394,5.512710575808527,2,3,1
137,0.0,4.24904642680753,1,2,1
137,4.24904642680753,6.0,2,2,1
138,0.0,5.123631999813302,1,2,1
138,5.123631999813302,6.0,2,2,1
139,0.0,2.3717796393105677,1,2,1
139,2.3717796393105677,3.748509034862913,2,3,1
140,0.0,0.598911849852642,1,2,1
140,0.598911849852642,1.1326338169668726,2,3,1
141,0.0,3.9393066248043143,1,2,1
141,3.9393066248043143,4.008294913396113,2,3,1
142,0.0,1.5543118863282657,1,3,1
143,0.0,1.5532767346333494,1,2,1
143,1.5532767346333494,2.1646439556166945,2,3,1
144,0.0,3.6736593397694297,1,2,1
144,3.6736593397694297,6.0,2,2,1
145,0.0,2.3902569102895996,1,2,1
145,2.3902569102895996,4.144891287095236,2,3,1
146,0.0,0.06500764735706857,1,3,1
147,0.0,0.1581513540387443,1,3,1
148,0.0,2.086398146864264,1,2,1
148,2.086398146864264,4.878964931632501,2,3,1
149,0.0,4.594847298359409,1,2,1
149,4.594847298359409,6.0,2,2,1
150,0.0,2.6655682519737582,1,3,1
151,0.0,5.164752627243671,1,2,1
151,5.164752627243671,5.948119418321749,2,3,1
152,0.0,6.0,1,1,1
153,0.0,2.804407709868298,1,2,1
153,2.804407709868298,4.1565575446283445,2,3,1
154,0.0,0.20936814018287028,1,3,1
155,0.0,2.2040843356823165,1,2,1
155,2.2040843356823165,3.96803324702291,2,3,1
156,0.0,2.4351131451510217,1,2,1
156,2.4351131451510217,2.751400593820931,2,3,1
157,0.0,0.9918060666256704,1,3,1
158,0.0,4.285333958391563,1,2,1
158,4.285333958391563,5.522780502569461,2,3,1
159,0.0,3.1437507954231316,1,2,1
159,3.1437507954231316,5.0729823547057356,2,3,1
160,0.0,4.206047564644219,1,2,1
160,4.206047564644219,6.0,2,2,1
161,0.0,2.1183543509119103,1,2,1
161,2.1183543509119103,6.0,2,2,1
162,0.0,2.2314824905015596,1,2,1
162,2.2314824905015596,3.3940112910999387,2,3,1
163,0.0,5.431951979378993,1,2,1
163,5.431951979378993,6.0,2,2,1
164,0.0,1.829118700850693,1,2,1
164,1.829118700850693,2.5001171996419336,2,3,1
165,0.0,5.514194060309248,1,2,1
165,5.514194060309248,6.0,2,2,1
166,0.0,1.5351297854603396,1,2,1
166,1.5351297854603396,3.1216865115279786,2,3,1
167,0.0,1.8339181942069143,1,2,1
167,1.8339181942069143,5.21417225947094,2,3,1
168,0.0,0.041174632527691324,1,3,1
169,0.0,0.6743641249502902,1,2,1
169,0.6743641249502902,1.5690679843117974,2,3,1
170,0.0,6.0,1,1,1
171,0.0,4.66250627203809,1,2,1
171,4.66250627203809,6.0,2,2,1
172,0.0,6.0,1,1,1
173,0.0,0.9065806586691031,1,2,1
173,0.9065806586691031,2.1768587676019586,2,3,1
174,0.0,0.10814047306077441,1,3,1
175,0.0,4.563425873751837,1,2,1
175,4.563425873751837,5.261859594913125,2,3,1
176,0.0,2.9652169628662213,1,2,1
176,2.9652169628662213,5.6848945249615435,2,3,1
177,0.0,6.0,1,1,1
178,0.0,2.12014884250598,1,2,1
178,2.12014884250598,4.735610788819027,2,3,1
179,0.0,0.0022666812904294288,1,3,1
180,0.0,1.4651859819305455,1,2,1
180,1.4651859819305455,1.9801208044396583,2,3,1
181,0.0,0.696883009348411,1,2,1
181,0.696883009348411,1.5970035136530436,2,3,1
182,0.0,0.5936175592377024,1,2,1
182,0.5936175592377024,2.081819431755283,2,3,1
183,0.0,1.3564118538564098,1,2,1
183,1.3564118538564098,2.0885967443822753,2,3,1
184,0.0,0.7227442677341297,1,3,1
185,0.0,1.4195223867909927,1,2,1
185,1.4195223867909927,3.8483831260558166,2,3,1
186,0.0,4.312257263413025,1,2,1
186,4.312257263413025,4.38924419217112,2,3,1
187,0.0,0.09622042089037865,1,3,1
188,0.0,2.451212068144519,1,2,1
188,2.451212068144519,5.702047395850441,2,3,1
189,0.0,1.0079967214443872,1,2,1
189,1.0079967214443872,3.764405157706883,2,3,1
190,0.0,2.2898542653276373,1,2,1
190,2.2898542653276373,5.122098118942452,2,3,1
191,0.0,4.274116970378415,1,3,1
192,0.0,0.9641178123309396,1,2,1
192,0.9641178123309396,4.133659361723547,2,3,1
193,0.0,0.20668339615277473,1,3,1
194,0.0,1.256451351780722,1,2,1
194,1.256451351780722,4.2426596094184905,2,3,1
195,0.0,2.316429156931822,1,3,1
196,0.0,6.0,1,1,1
197,0.0,0.306377797307739,1,2,1
197,0.306377797307739,3.6380324140879137,2,3,1
198,0.0,5.45825472339432,1,2,1
198,5.45825472339432,6.0,2,2,1
199,0.0,2.4818997437169377,1,3,1
200,0.0,0.2388977465902106,1,2,1
200,0.2388977465902106,0.6738863520826351,2,3,1
201,0.0,0.2856898590002063,1,3,1
202,0.0,1.6247543501085935,1,2,1
202,1.6247543501085935,3.0743925634670504,2,3,1
203,0.0,6.0,1,1,1
204,0.0,4.202796925374951,1,2,1
204,4.202796925374951,6.0,2,2,1
205,0.0,2.490581113453166,1,2,1
205,2.490581113453166,2.647217816677752,2,3,1
206,0.0,1.321836986632602,1,2,1
206,1.321836986632602,4.4931489744164335,2,3,1
207,0.0,0.27200413945041846,1,3,1
208,0.0,2.0716113852712086,1,2,1
208,2.0716113852712086,5.218852239295114,2,3,1
209,0.0,2.9425794022737164,1,2,1
209,2.9425794022737164,3.9353415097749394,2,3,1
210,0.0,4.722268438219689,1,2,1
210,4.722268438219689,6.0,2,2,1
211,0.0,0.1349515299891568,1,3,1
212,0.0,0.5607292902463165,1,2,1
212,0.5607292902463165,2.5892951707047986,2,3,1
213,0.0,3.0795740891568117,1,2,1
213,3.0795740891568117,5.334260811255045,2,3,1
214,0.0,0.012531334930079033,1,3,1
215,0.0,0.19093020106393177,1,3,1
216,0.0,1.6542770529989406,1,3,1
217,0.0,0.6127792925404564,1,3,1
218,0.0,1.7081687332648512,1,2,1
218,1.7081687332648512,3.2820398734899046,2,3,1
219,0.0,0.8359983075179125,1,2,1
219,0.8359983075179125,2.5060998847950398,2,3,1
220,0.0,1.2217191324285543,1,2,1
220,1.2217191324285543,2.6168905574180648,2,3,1
221,0.0,0.43039737534924005,1,3,1
222,0.0,1.760476194299892,1,3,1
223,0.0,1.8886774106727904,1,2,1
223,1.8886774106727904,2.2680922458179253,2,3,1
224,0.0,4.316609368096279,1,2,1
224,4.316609368096279,4.833052507636386,2,3,1
225,0.0,1.8087386907409897,1,2,1
225,1.8087386907409897,3.617333003016822,2,3,1
226,0.0,3.074735310570486,1,2,1
226,3.074735310570486,6.0,2,2,1
227,0.0,3.0735427407176177,1,2,1
227,3.0735427407176177,3.9948344881118185,2,3,1
228,0.0,3.0453962548648996,1,2,1
228,3.0453962548648996,4.21457779803006,2,3,1
229,0.0,0.3518720132986369,1,2,1
229,0.3518720132986369,0.6220035040532249,2,3,1
230,0.0,3.2317145112395766,1,2,1
230,3.2317145112395766,3.5677072807183694,2,3,1
231,0.0,1.8406989774984317,1,2,1
231,1.8406989774984317,2.982737777744378,2,3,1
232,0.0,2.6504191306588916,1,2,1
232,2.6504191306588916,3.859803022638965,2,3,1
233,0.0,0.05731746192230847,1,3,1
234,0.0,0.7068636664478114,1,2,1
234,0.7068636664478114,1.3004779179570527,2,3,1
235,0.0,2.686060130393764,1,3,1
236,0.0,1.9166691415463837,1,2,1
236,1.9166691415463837,5.265236801562374,2,3,1
237,0.0,0.0766102148740531,1,2,1
237,0.0766102148740531,2.983172235984646,2,3,1
238,0.0,0.4963139295681438,1,3,1
239,0.0,0.6399174376435937,1,2,1
239,0.6399174376435937,1.0655401512251825,2,3,1
240,0.0,0.2512417368668174,1,3,1
241,0.0,0.6344479376206211,1,2,1
241,0.6344479376206211,2.3737991873022235,2,3,1
242,0.0,1.2986800362506095,1,2,1
242,1.2986800362506095,1.3637453562005792,2,3,1
243,0.0,3.1094001505497713,1,2,1
243,3.1094001505497713,6.0,2,2,1
244,0.0,0.43509056224378556,1,2,1
244,0.43509056224378556,2.058892896632618,2,3,1
245,0.0,0.8067438753107546,1,2,1
245,0.8067438753107546,3.225728346119554,2,3,1
246,0.0,0.5513541768933055,1,3,1
247,0.0,0.4710217841725561,1,2,1
247,0.4710217841725561,4.056272269510981,2,3,1
248,0.0,1.2741072548406847,1,2,1
248,1.2741072548406847,1.761163819518639,2,3,1
249,0.0,0.39511567324923536,1,3,1
250,0.0,0.213134134792998,1,2,1
250,0.213134134792998,0.6135289489538324,2,3,1
251,0.0,2.558378944524351,1,2,1
251,2.558378944524351,3.582515863970355,2,3,1
252,0.0,0.8473558116355281,1,2,1
252,0.8473558116355281,5.551097027545602,2,3,1
253,0.0,1.681453067211632,1,2,1
253,1.681453067211632,2.9469690326502187,2,3,1
254,0.0,2.6617034113863354,1,2,1
254,2.6617034113863354,2.7916164945497153,2,3,1
255,0.0,0.4318738672766065,1,2,1
255,0.4318738672766065,2.243121466755472,2,3,1
256,0.0,0.9329131770969032,1,2,1
256,0.9329131770969032,3.484534817305555,2,3,1
257,0.0,3.308571421728165,1,2,1
257,3.308571421728165,4.317550956982718,2,3,1
258,0.0,1.2267539241886134,1,2,1
258,1.2267539241886134,2.69663653295793,2,3,1
259,0.0,0.9781605366877851,1,2,1
259,0.9781605366877851,2.3993008461194245,2,3,1
260,0.0,1.9844485306353727,1,2,1
260,1.9844485306353727,3.675056946166045,2,3,1
261,0.0,5.279911124807189,1,2,1
261,5.279911124807189,6.0,2,2,1
262,0.0,0.9681764088978472,1,2,1
262,0.9681764088978472,1.8735929210954092,2,3,1
263,0.0,1.632273002228339,1,2,1
263,1.632273002228339,2.961863658755857,2,3,1
264,0.0,1.4476891220078634,1,2,1
264,1.4476891220078634,2.1826127716545747,2,3,1
265,0.0,0.99828992762972,1,2,1
265,0.99828992762972,3.1296138216582032,2,3,1
266,0.0,1.0266323038598963,1,2,1
266,1.0266323038598963,2.1476792632262,2,3,1
267,0.0,5.0391833030340125,1,2,1
267,5.0391833030340125,6.0,2,2,1
268,0.0,0.20628367010018692,1,2,1
268,0.20628367010018692,1.159467157062129,2,3,1
269,0.0,1.62144014269598,1,3,1
270,0.0,0.24870751487209358,1,3,1
271,0.0,0.6284259398884456,1,2,1
271,0.6284259398884456,0.728496886728841,2,3,1
272,0.0,0.8510463754417507,1,2,1
272,0.8510463754417507,3.314962755188696,2,3,1
273,0.0,3.0243183033219205,1,2,1
273,3.0243183033219205,5.055339997544548,2,3,1
274,0.0,0.32241198685741773,1,3,1
275,0.0,6.0,1,1,1
276,0.0,3.2656806801272182,1,2,1
276,3.2656806801272182,3.8402746210408862,2,3,1
277,0.0,0.10121496073596269,1,2,1
277,0.10121496073596269,1.1248943880828706,2,3,1
278,0.0,1.9356021696898762,1,2,1
278,1.9356021696898762,6.0,2,2,1
279,0.0,2.672763692130951,1,2,1
279,2.672763692130951,4.101654489152038,2,3,1
280,0.0,0.6622087664913411,1,2,1
280,0.6622087664913411,0.8510733260732994,2,3,1
281,0.0,1.343157553931742,1,2,1
281,1.343157553931742,2.438244083570393,2,3,1
282,0.0,4.321064158721054,1,2,1
282,4.321064158721054,5.671006047951457,2,3,1
283,0.0,1.7075777332054025,1,2,1
283,1.7075777332054025,5.153136854765431,2,3,1
284,0.0,2.069567415740411,1,2,1
284,2.069567415740411,4.938882249777883,2,3,1
285,0.0,0.6817520633590322,1,2,1
285,0.6817520633590322,4.060036452291886,2,3,1
286,0.0,1.6448025450344292,1,2,1
286,1.6448025450344292,2.9942115121153363,2,3,1
287,0.0,0.5645886124983762,1,3,1
288,0.0,2.3881587631929206,1,2,1
288,2.3881587631929206,3.996174038479448,2,3,1
289,0.0,0.9222711238683078,1,3,1
290,0.0,0.656876820442286,1,2,1
290,0.656876820442286,2.257382052605321,2,3,1
291,0.0,2.184878139331577,1,2,1
291,2.184878139331577,3.810876116335784,2,3,1
292,0.0,5.144171673227817,1,2,1
292,5.144171673227817,5.51426182488712,2,3,1
293,0.0,0.15805750988810302,1,2,1
293,0.15805750988810302,2.2169330023999456,2,3,1
294,0.0,3.4802877982795106,1,2,1
294,3.4802877982795106,5.85342575183242,2,3,1
295,0.0,4.786863177585607,1,2,1
295,4.786863177585607,6.0,2,2,1
296,0.0,1.6075044918939079,1,2,1
296,1.6075044918939079,2.138280924786883,2,3,1
297,0.0,0.3081358580553979,1,2,1
297,0.3081358580553979,0.697148697275281,2,3,1
298,0.0,0.9434831290691086,1,2,1
298,0.9434831290691086,2.2058552714163335,2,3,1
299,0.0,0.8354752319411423,1,3,1
300,0.0,6.0,1,1,1
301,0.0,0.10515076143166438,1,2,1
301,0.10515076143166438,2.779630774817938,2,3,1
302,0.0,1.4735521352556358,1,2,1
302,1.4735521352556358,1.9815470150943892,2,3,1
303,0.0,2.7552195604533316,1,3,1
304,0.0,6.0,1,1,1
305,0.0,1.6832649934644843,1,2,1
305,1.6832649934644843,6.0,2,2,1
306,0.0,2.550312121577495,1,3,1
307,0.0,0.6479177476356893,1,2,1
307,0.6479177476356893,2.4774389014733265,2,3,1
308,0.0,6.0,1,1,1
309,0.0,5.1861424212016125,1,2,1
309,5.1861424212016125,6.0,2,2,1
310,0.0,0.31986913611786094,1,2,1
310,0.31986913611786094,1.2899911597527092,2,3,1
311,0.0,1.214890447491548,1,2,1
311,1.214890447491548,2.039750774955301,2,3,1
312,0.0,0.632622099612754,1,2,1
312,0.632622099612754,1.1054422111914506,2,3,1
313,0.0,2.517855469132006,1,2,1
313,2.517855469132006,3.6538208498261056,2,3,1
314,0.0,0.22224296041614272,1,2,1
314,0.22224296041614272,2.272066291599479,2,3,1
315,0.0,1.7797789940569202,1,2,1
315,1.7797789940569202,3.6894053921206034,2,3,1
316,0.0,3.3731379321932864,1,3,1
317,0.0,1.584590099726137,1,2,1
317,1.584590099726137,3.1522775047352702,2,3,1
318,0.0,2.3930894449750313,1,2,1
318,2.3930894449750313,2.7471622633376005,2,3,1
319,0.0,6.0,1,1,1
320,0.0,3.8314436588251524,1,3,1
321,0.0,0.40002208346870105,1,3,1
322,0.0,3.176937147276084,1,3,1
323,0.0,1.2114022075421056,1,2,1
323,1.2114022075421056,1.9668671260947899,2,3,1
324,0.0,3.7354699336890413,1,2,1
324,3.7354699336890413,4.95224262061774,2,3,1
325,0.0,0.6016624954410483,1,3,1
326,0.0,5.47967060056193,1,2,1
326,5.47967060056193,6.0,2,2,1
327,0.0,1.078123653294979,1,2,1
327,1.078123653294979,1.8770379497426553,2,3,1
328,0.0,0.21858859085939492,1,2,1
328,0.21858859085939492,0.904225405754103,2,3,1
329,0.0,0.9520736274811967,1,2,1
329,0.9520736274811967,2.022296525345759,2,3,1
330,0.0,0.5432424111164884,1,2,1
330,0.5432424111164884,2.1011448566874398,2,3,1
331,0.0,0.8208473227274445,1,2,1
331,0.8208473227274445,2.3743785979102006,2,3,1
332,0.0,0.3637407065781386,1,2,1
332,0.3637407065781386,2.424561789872912,2,3,1
333,0.0,0.8983470179990668,1,2,1
333,0.8983470179990668,1.3128320644621476,2,3,1
334,0.0,1.3451030900647611,1,2,1
334,1.3451030900647611,3.5591443602744874,2,3,1
335,0.0,2.319055120408924,1,2,1
335,2.319055120408924,6.0,2,2,1
336,0.0,3.2938526104174035,1,3,1
337,0.0,6.0,1,1,1
338,0.0,1.3582936616350627,1,2,1
338,1.3582936616350627,1.7595175997951285,2,3,1
339,0.0,1.738198646230862,1,2,1
339,1.738198646230862,4.267258141179428,2,3,1
340,0.0,0.3624672745727504,1,2,1
340,0.3624672745727504,2.939578235511608,2,3,1
341,0.0,0.49895177314849987,1,2,1
341,0.49895177314849987,4.471582370984941,2,3,1
342,0.0,0.09635668979250324,1,3,1
343,0.0,1.524339898969152,1,3,1
344,0.0,0.9560565176547117,1,2,1
344,0.9560565176547117,1.3558983348339333,2,3,1
345,0.0,0.21733667155819625,1,3,1
346,0.0,0.27575966072566566,1,2,1
346,0.27575966072566566,0.9395532737514587,2,3,1
347,0.0,0.585859332470268,1,3,1
348,0.0,0.8580517683272585,1,2,1
348,0.8580517683272585,6.0,2,2,1
349,0.0,1.67105678086678,1,2,1
349,1.67105678086678,2.5683127958082226,2,3,1
350,0.0,0.955040342417934,1,3,1
351,0.0,0.20380574507171065,1,2,1
351,0.20380574507171065,0.50995913966555,2,3,1
352,0.0,1.1397356319401561,1,2,1
352,1.1397356319401561,1.630564227238011,2,3,1
353,0.0,2.3124193314132353,1,2,1
353,2.3124193314132353,2.5690282249945047,2,3,1
354,0.0,3.82968937715582,1,2,1
354,3.82968937715582,5.440232597539945,2,3,1
355,0.0,1.1954063301253361,1,3,1
356,0.0,1.5348455571847293,1,2,1
356,1.5348455571847293,4.3433269593382455,2,3,1
357,0.0,0.9779645726960723,1,2,1
357,0.9779645726960723,3.3266540682631134,2,3,1
358,0.0,3.597276322471711,1,2,1
358,3.597276322471711,4.315994072963108,2,3,1
359,0.0,1.235721567486076,1,3,1
360,0.0,0.1517869621014252,1,2,1
360,0.1517869621014252,6.0,2,2,1
361,0.0,0.9602310275295699,1,3,1
362,0.0,2.9792458489475813,1,2,1
362,2.9792458489475813,6.0,2,2,1
363,0.0,1.1186163688297301,1,2,1
363,1.1186163688297301,5.692771247841849,2,3,1
364,0.0,0.25401993093095393,1,3,1
365,0.0,0.5807581802698151,1,2,1
365,0.5807581802698151,1.3211774455251952,2,3,1
366,0.0,4.70379575016446,1,2,1
366,4.70379575016446,6.0,2,2,1
367,0.0,0.6932768195185156,1,2,1
367,0.6932768195185156,0.8556780392866721,2,3,1
368,0.0,2.3365251665793934,1,2,1
368,2.3365251665793934,3.8019863525952715,2,3,1
369,0.0,6.0,1,1,1
370,0.0,5.576821702374212,1,3,1
371,0.0,0.15257905401615204,1,3,1
372,0.0,3.5688071740299216,1,3,1
373,0.0,1.8225571041109596,1,2,1
373,1.8225571041109596,2.605529312754872,2,3,1
